People LS,JOE,MICHAEL
Title   Interviewed 6/10/22<br>by Lydia Strohl <>
Speaker 1    00:04:56    In England? In, in, uh, born in, I think r would be probably the place most people would know. How do you spell? It's in Surrey's, halfway between London and the South Coast. Yeah. Gatwick. Yes. It's not that far from Gatwick.  
Speaker 0    00:05:11    How do you spell that?  
Speaker 1    00:05:12    Re R-E-I-G-A-T-E. Sorry.  
Speaker 0    00:05:18    And did you grow up there?  
Speaker 1    00:05:20    Yes, but that was during war, you see, I was, so when I was born in 31 war broke out in 39. And um, we were right under every bomber that went to London to drop bombs on London. We got really halfway blown out of our house. One window, all the windows were shattered and we had, uh, tar paper to the windows and top on the roof. But, um, you still went on dealing with it.  
Speaker 0    00:05:50    So, and, and, um, did you start to ride as a we  
Speaker 1    00:05:55    Child? The whole riding thing started, there's no background in my family except my grandmother who used to live ride in London in Rotten Row, which was the fashionable thing to do in her generation. And um,  
Speaker 2    00:06:11    That's in London. That's that's in London, yes. That's fancy pace to ride in London.  
Speaker 1    00:06:16    And, and I started, because before the war we always used to take a summer holiday down in a place called Wintering on the South coast. Lots of sand and very nice little thatch roof hotel and this and that. And I have lot, lot of memories about it. And they always had donkey rides on the beach at the weekends. And where I started, my whole horse career was on donkeys, on Wooding Beach. And I used to ride something home to the stable at night and stay and help think I was helping. Anyway, I wasn't very old, but, um, that's where the whole horse thing started, <laugh>, which is crazy. That  
Speaker 0    00:06:56    Is crazy. And then you were able to ride, was your, um, where you grew up, was  
Speaker 1    00:07:02    It, well then, then I had a rather, a mentor, a friend had had a hunter and a couple of phonies and she was very good to us kids. Was there were a couple of other kids, another family and myself. And, um, she would let us ride the ponies and we'd help her out in her to keep things right. And if she was away, we'd look after the, you know, it was, it was a sort of two-way deal. And, um, then, then I got into Fox hunting with her, um, because she was so generous with her time and her ponies and this and that. And, uh, that's how I got into the whole thing. And then that went to, we had a local steeplechase trainer who was pretty successful, Jack of Donahue. And by the time I was 14 I was riding out for him, you know, all summer and weekends and things when I could, as it was, I was cycling to school every day because I used to do it.  
Speaker 1    00:08:01    But about eight miles from home to my day school, my sisters were boarding school. But I couldn't deal with that. I actually ran away from boarding school in spite of sisters there and went to my grandmother. 'cause I knew she wouldn't send me back. So I went to a day school all the way through the war. And, um, there it was, but I was, the whole racing thing started with, with, uh, the steeplechase trainer and riding out for him. And, and that was where I was lucky enough to do this ma that came into the yard. 'cause you always did your three in England person who's doing, as they say, the horse, you, you ride, you groom, you muck out, you do everything for and take the races. And this rather, um, what shall I say, not exactly looking like a race horse came into the yard. She was bred, she was by a Guinness winner actually. Um, but um, she came into the yard because I was a new girl in the yard I got to do, to do nipple coin. And she wound up three years later winning the Grand National. So that was, I guess that was in.  
Speaker 2    00:09:15    And you got the photos to prove it.  
Speaker 1    00:09:16    I got the photos to prove it. Anyway.  
Speaker 0    00:09:21    Were there a lot of girls riding at that  
Speaker 1    00:09:23    Time? Very few. Very few. He actually had two or three, but there were no girls in this country. I was one of the first women galloping back stretch here in this country in the fifties at Belmont Park. There was us and Mickey Walsh was then another steeper chase trainer who was very successful in those days. And he had three daughters. So there were four of us at the track. Um, and that was very early days before women were allowed to carry a training license or anything. Wow. So it was, um, it was fun. We, my boss actually had a cottage on Belmont Park. I think it was owned by Liz Tippet. Yeah, Liz l Liz Whitney. Um, and uh, so I lived right on Belmont Park Racetrack for two or three years, which was, it was great.  
Speaker 0    00:10:15    And what was the, uh, what was Middleburg like when you  
Speaker 1    00:10:19    Used to come for the, for the, for the, well it was, you know, it's a long time ago, but I don't feel that it was particularly different from now there's a lot more traffic and this and that. Obviously there's a traffic light to start with. Um, but it was very, I don't know, people were always friendly and nice. I I was only here briefly in the spring and probably in the fall for a little while too. 'cause the steeper chase races, all the hunt meets around here were in the spring and the fall. And um, and then I'd go on down south. But, um, it, it, it was not dissimilar to, to now really. I mean I, there's nothing that I can pick on that was so different, but it is a long time ago. Mm-hmm <affirmative>. It's quite hard to think back quite so far.  
Speaker 1    00:11:12    But everybody was very friendly and nice. I didn't know the village at all in those days because you never had occasion to come into the village like we're in now, you know. But we're actually, Mike and I have both commented to each other that we're very happy that we've had a little bit of a wandering life. We've moved around quite a bit across the Atlantic, three times bag and baggage kids talks, bag and baggage. And um, we're very glad that we've wound up in Middleburg because we are very happy and settled here. And we are lucky enough to have family about three of the four kids relatively close. And, um, we have a lot of friends whose families are all over the world. And so we're very lucky. And it's, it's, it's a really nice place to live.  
Speaker 0    00:12:00    Were the, was were there a lot of, um, women riders when you came for the hunt meets  
Speaker 1    00:12:08    What? In in steeple chase?  
Speaker 0    00:12:09    Yeah, in the us  
Speaker 1    00:12:10    Oh, in, when I first came there was, there were no, I don't think there were any women at the professional level at the racetracks. Yeah. I don't think there were any women. I do truly believe that Mickey Walsh's daughters and myself were the first women galloping horses professionally at Belmont, for instance.  
Speaker 0    00:12:28    And the hunt meets then were all professional races like race,  
Speaker 1    00:12:33    The hunt meets are professional, point to points are point to points. Right. There is a distinction. They both run at Glenwood here they have the professional meat or the, I don't know, do they call it professional meat? It is basically professional, yes. But they  
Speaker 2    00:12:47    Also have a point to point run for the, by the steep or Chase association. Yes. There, where the point to the spring race, the point to points are lesser quality and are run by the hunts themselves. Right. There's a big difference between the distinction, the quality of the horse that's run, the quality of, of the racing and the horses.  
Speaker 1    00:13:04    But,  
Speaker 2    00:13:05    And the regulations and everything.  
Speaker 1    00:13:07    Those were the balmy days of, um, of steeper chasing. There was a lot of steeper chasing in those days. And uh, as I say, even at Belmont  
Speaker 2    00:13:16    And, uh, bit of a golden age.  
Speaker 1    00:13:18    Yes.  
Speaker 0    00:13:18    Right. Because now there's the spring races here and then Gold cup.  
Speaker 1    00:13:24    Yes. Much else in Virginia. No.  
Speaker 0    00:13:27    And it sounds to me like there were many, there were a lot more  
Speaker 1    00:13:30    In Strawberry Hill is down towards Richmond, if I remember rightly. And we, they had six races one day, one of them being a timber race. We never had timber horses. The bass didn't, well timber horses. And we took five horses and won five races. <laugh> not the timber. 'cause we didn't have a runner, but that was a big day.  
Speaker 0    00:13:52    Right. And did you grow up in the same area of Surrey?  
Speaker 2    00:13:56    Excuse me?  
Speaker 0    00:13:57    Did you grow up in the same area of Surrey  
Speaker 2    00:13:59    As Joe? Very much Surrey. Really? Because we went to the same kindergarten school,  
Speaker 1    00:14:05    <laugh>, I've known him all my life. Wow.  
Speaker 2    00:14:09    And, uh, she, she was not in my forms. They say in class, whatever you like to call it, grade. Um, but her older si one of her two older sisters were, she has two older sisters in England now. One's the same age as the Queen and the other's halfway between the two of them <laugh>. So we watch the royals with great interest. But, um,  
Speaker 1    00:14:36    Where  
Speaker 2    00:14:37    Monica's, her, her nearest elder sister was actually in my form. And I got to know the family through that at, at kindergarten, you know, and my family was lucky enough that, uh, we had a nice home with a part of, it was a great big old timber barn. And we, mum and dad used to ride, run a, uh, Christmas party for all our friends. So Joe's elder sister of the, of the three of of the two of them, uh, would be invited because we were in the form together and so on and so forth, and ate each other. And I didn't know it at the time, but when her father came to pick her up after the birthday parties and stuff, Joe would always be in the car. But she was supposed to be too young to come, come into the house. So there was only a a year of difference. I was too  
Speaker 1    00:15:38    Young to go to the party  
Speaker 2    00:15:39    <laugh>. But, you know, a a a year at that age makes a huge difference. Right. A a year at, uh, college age doesn't make any difference at all. So, but gradually we saw more and more of the family and got  
Speaker 1    00:15:55    We ny clubbed and fox hunted  
Speaker 2    00:15:56    Together. And then, um, I don't know if you fox hunted before the war, all, but we old enough, we lived in a little village and, um, part of my father's plan, thank God, was that we should be there with a little stable and somewhere to keep a pony and all this that and the other. And before long I was going fox hunting, which, you know, which great fun. And then wartime came and things got a bit different. But we still kept in families kept in touch. And, uh, after the war was over, we were both in the pony club together and she and I were both in the pony club together and, um, started messing, messing around, you know, with ponies and so on and so forth. Um, from the age of, well the, the war ended. We were 14.  
Speaker 1    00:17:02    I was 14,  
Speaker 2    00:17:03    You were 14. And the whole horse thing and the pony club gradually became central to our lives, you know, when we were at home and, um,  
Speaker 1    00:17:21    There was no gas in those days. We didn't have a trailer. We used to hack miles to the pony club meets, or the hunt meets. We'd packed, we'd hack miles. Honestly, nobody would dream of doing it in this day and age, but there was a lot less traffic on the road 'cause there was practically no gas available in England. But right after the wars, any people with special coupons, you know, professional people, doctors and things like that. So that must've been great fun. Then you  
Speaker 2    00:17:51    Spent the whole day, those were golden days Yes. With your mates were golden days  
Speaker 1    00:17:54    Riding and the war was over and everything was more relaxed. You know, it, it, it was, um, it was, it was huge <laugh> it was a very happy days.  
Speaker 2    00:18:06    But we, we were, we were close enough to go out with the same hunt and the same NY club and so on and so forth, except that Joe would have to ride usually the day before to the location of where the per club was going to be the next day. Well, sometimes because you couldn't possibly,  
Speaker 1    00:18:26    Sometimes I'd find myself at the end of the days hunting so far from home that I had, well, it was the master and his wife and son who, uh, I would stay the night there, put, put my pony in, installed at their place and stay the night. And they were always perfectly happy. And then we'd, we'd spend the evenings with a, um, a what's name map, you know, um, what's the detailed map? I can't think of the proper word. Um, and go over what we'd done hunting that day and, you know, over our boiled eggs. And it was fun. They were good days.  
Speaker 2    00:19:06    And, but when Joe was here in the early fifties, um, I graduated from, uh, agricultural school and I had great plans of being in England and farming in England was really all I wanted to do. But one thing led to another, and I was traveling in South America with cattle and doing all sorts of odd things that one does at that age. And I came home, um, to my mother's house near Gabert. And, um, Joe was on leave from her steeple chasing job in this country. And, um, suddenly we found ourselves back together in England. And that's when we got engaged.  
Speaker 1    00:20:15    We were married in 56. 56. So it's How many years did we work out the other day? 60 some. Anyway,  
Speaker 2    00:20:23    56, uh, what is 50, 65, is that right?  
Speaker 1    00:20:34    Somewhere around 65 years, isn't it?  
Speaker 2    00:20:36    It's 1956 from 2022. I I And,  
Speaker 1    00:20:42    And you were married? In  
Speaker 2    00:20:44    England? In England. England.  
Speaker 1    00:20:45    And  
Speaker 0    00:20:46    Did you come back here to work after that?  
Speaker 1    00:20:49    Oh, no, no. I, I, after we got engaged at very early spring, it was very early spring, um, my boss was Ill actually over here, and I promised him, I went home to get my papers, um, which Sears was a huge help towards. And, um, I had to come back that summer because my boss was ill. They were looking through, I had promised to come back and this and that. So I came back that summer. Then I went home in October to get married. And, um, and that was it. I mean, by then he was better and everything had sorted out. But I I, I couldn't quit at the time when I was still in England because I'd promised I'd come back to the sun. And, uh,  
Speaker 2    00:21:33    So, but all the time I would hear talking about Middleburg, Middleburg, Middleburg, what a lovely place it was and blah, blah. And so, uh, when she came back to England, that to get her papers straight and so on, it simply coincided with my going home to England and so on. And, um, one night I decided my mother had Joe to suffer and we were saying goodnight to each other. And I thought, this is crazy. I'm never gonna see this best friend again if I let her go now, <laugh>. So, uh, we got engaged that evening,  
Speaker 1    00:22:29    But I had to come back,  
Speaker 2    00:22:31    But she had to come back and she was happy. I surprised, happy to do it because she loved what she was doing. I guess  
Speaker 1    00:22:38    Probably it was not exactly on my mind, you know? But,  
Speaker 0    00:22:43    But you said yes.  
Speaker 1    00:22:45    Well, yes, because, you know, I had known him all my life. I mean, I <laugh> it was, um, quite an easy decision.  
Speaker 2    00:22:53    I, I thought, I thought this was crazy to say goodbye to this gal who was my best friend.  
Speaker 1    00:23:01    But anyway, then after  
Speaker 0    00:23:03    You were married, you stayed in  
Speaker 1    00:23:05    The uk We were actually up in New York. Mike was working for Faik Tipton, the Horse Auctioneers, you know.  
Speaker 0    00:23:12    So you came back to the US  
Speaker 1    00:23:14    Oh, yes. Well, we came back. We were married in October, and, um, we came back in the, uh, oh, 56. We came back in  
Speaker 2    00:23:24    The, uh, it was only about six months after, um, yes, after the wedding  
Speaker 1    00:23:29    Came because we found people were, Mike, Mike had been over here for a while, and people kept calling him from here to say, oh, you've got your December sales coming up, you've got this and that, and the other, find me a nice fo or find me this or this or that. Because they realized that he knew what was needed here. You see, he had had experience with the whole horse racing thing here. And now he was in England and, and could, that was in the days, well, it was in the early days of flying horses, wasn't it?  
Speaker 2    00:24:02    Very much so.  
Speaker 1    00:24:02    Very early. And, um, and that's how his whole bloodstock thing got started, really. But anyway, that's nothing to do with Milberg except when he came back here before we came back, I can't remember years are all battle. But he actually had an office above Ben and Mary's on, down towards Warrenton and, and spent his time in and around Middleburg. He, he rented a cottage, didn't you? Above Ben and Mary's then, or what was Ben and Mary's?  
Speaker 0    00:24:35    So you were in New York when you first came back, so you would find horses for people in England and bring them back.  
Speaker 2    00:24:42    Right, right.  
Speaker 2    00:24:45    Which moved to first place. It wasn't something that I set out to do because all I wanted to do was to be with animals and be at the farm, so on and so forth. And, um, when I realized that I couldn't do that in England, and Joe kept on about Middleburg, Virginia and Middleburg Middleburg, oh, I don't remember that. You did. You wouldn't remember because it was part, so much part of your life. And, um, so we decided, well, let's go to America and get a farm job in America. But that wasn't as easy as I thought. And, uh,  
Speaker 1    00:25:26    We worked in New York for Phasic for as about,  
Speaker 2    00:25:31    But eventually we found our way back here.  
Speaker 0    00:25:37    And your children were, when were they born?  
Speaker 1    00:25:40    Claire is the eldest, she's taught at Hill School for over 30 years. I think she's one of the longest tenured teachers at Hill. Um, Claire Nichols, she was born in 57, dein and Pippa number two, she's been selling Gome food in Washington, DC for years. Um, the Covid really hit her hard. Um, uh, Pippa Peppa, she was born in Pittsburgh. Pa Claire was born in, uh, Greenwich,  
Speaker 2    00:26:16    Connecticut. I couldn't get a farm job, um, in Virginia 'cause I didn't have the right knowledge, you know, Virginia license. We wound up in Pennsylvania, which was all right. And a nice lady. And that was, started  
Speaker 1    00:26:32    A stud farm there that within four years was selling, uh, lings at Saratoga.  
Speaker 0    00:26:39    Where was that?  
Speaker 2    00:26:41    Outside in the, in the hunt country. Outside Pittsburgh. Pittsburgh or Philadelphia. A case called Ley Pittsburgh.  
Speaker 1    00:26:49    Ley  
Speaker 2    00:26:50    Ley.  
Speaker 1    00:26:56    So I've got two American girls and two English boys. And both of boys were born in England when we went. Um, then you went back, we went back in, um, um, oh, I can't <laugh>. I would, I should have looked this up, but, um, we came back when, uh, I think Claire was six, I think. And, um, because he decided to, to get going here in a, in a funny way, in England, you're so often waiting for dead men's shoes, you know what I mean? Yeah. It's hard to strike out on your own in England, because  
Speaker 2    00:27:35    Particularly at that time when a lot of those middle management jobs and rural jobs were held by retired army officers. Yes. And they were all treated with great deference, you know, Colonel this and colonel there, and brigadier that the other,  
Speaker 1    00:27:55    So the poor graduate from San Ancestor Agricultural College didn't have a standard chance. But anyway, we came back here and that's when it got going like this. So you were, when were the other children born? Pippa was born in, Pippa was born in 59.  
Speaker 2    00:28:13    I've got the list of the, the dates. And Claire was born in, in the other room,  
Speaker 1    00:28:18    6 57, oh, wait a minute. Claire was born in 57. Graham was born in,  
Speaker 2    00:28:25    Let me get my book.  
Speaker 1    00:28:26    I've got it. No go. It's fine. Graham was born in 64, and Andrew was born in 66 in England. He's the trainer at in Fairhill. Now Grims, he's, again, it would not have been able to do in England what he's managed to accomplish here in the racing world, you know, because he's had a pretty fantastic career up to now. And, uh, you know, he's won of Darby and he's won of Dubai World Cup and a number of, uh, um, uh,  
Speaker 2    00:29:03    Grade one races. Yes. Grade  
Speaker 1    00:29:05    One races, breeders Cup races. And, um, but in England it's so different. You have to buy your own place. You have to have a lot of money behind you because you've got to buy your own case. You don't train at the racetrack In England here, as he said himself, you've just gotta have a bailor hay and a water bucket. And you can get started literally at the track renting them for $3 a day or what it used, whatever it used to be. Mm-hmm <affirmative>. Uh, now he's got his own barn at, uh, Fairhill. And I didn't mean to get on this. No, that's okay. And that's in Maryland? That's in Fairhill, Maryland, yes. Fairhill Training Center. A lovely place to train a horse.  
Speaker 0    00:29:45    So when you came back to the us, um,  
Speaker 1    00:29:49    The boys went to Canton, Connecticut, they weren't educated back,  
Speaker 0    00:29:52    But you came back to Middleburg at that point?  
Speaker 2    00:29:55    No, no. The journey to Middleburg has been quite fractured. Um, when we first start, start  
Speaker 1    00:30:01    New York, Kentucky, <laugh>,  
Speaker 2    00:30:06    A lot of our antique furniture looks very battered because it's been moved so many times. Many times. And I was talking to a chap who was an antique restorer, uh, what's Martin's name?  
Speaker 1    00:30:19    Robinson.  
Speaker 2    00:30:20    Robinson. Martin Robinson. Do you know Martin? I do, yeah. And he said to me, he said, Michael, he said, three moves and it's over. <laugh>.  
Speaker 1    00:30:29    Oh, it's not that bad.  
Speaker 2    00:30:30    I mean, no, he says in the trade, oh, you know, moving antiques more than three times is really, and we've made something like seven or eight moves at least, of which two or three were transatlantic.  
Speaker 1    00:30:48    But anyway, when we, when we got to Middleborough, we, or Rectortown is where actually we wound up and he was running and stayed over, over the mountain. And then we, um, getting into our old age, the family rather insisted that we move into a one story. And I didn't want to leave Rectortown at all. I enjoyed that house. It was a lovely house. We'd done so much to it.  
Speaker 0    00:31:11    A beautiful house.  
Speaker 1    00:31:13    And, um,  
Speaker 0    00:31:14    When did, what year  
Speaker 2    00:31:14    Did you go rent that? That was our, uh, basically our real home in America,  
Speaker 1    00:31:18    Because we were there over 30 years. But I had the shop for 30 years here in town too.  
Speaker 0    00:31:25    And, and what year did you move to the house in Rectortown?  
Speaker 1    00:31:30    <laugh>?  
Speaker 2    00:31:31    Listen, I can confirm some of these dates to you. That's fine. Over the telephone, that's  
Speaker 0    00:31:35    Fine. But 30 years is good enough.  
Speaker 2    00:31:38    Um, I've got, I have it all documented. We  
Speaker 1    00:31:41    Were in Rectortown for 30 years at least.  
Speaker 1    00:31:45    We had a house on Roee Road briefly, but it wasn't really our style house. It was rather a desperation move. And, um, I was, I was doing my good deed for the day. Graham had been in France and it was, uh, at a, with a trainer in, uh, Chantilly, learning his trade. And, um, I was driving to get his driving license for him because he needed to run out when he was gone in front. And, uh, I drove through Rectortown and here was the sign up for sale of the, the house there as it was in those days, which needed a lot of work. But it was, it, it was a lovely spot. And, uh, so that's, it was during my God deed driving through to go to Warrington to get his driving license that, uh, I spotted the house.  
Speaker 2    00:32:36    I was in Kentucky or somewhere.  
Speaker 1    00:32:38    Yes, you were away. You were always away over the moves. He was always on an airplane somewhere else in the world. <laugh>, a lot of traveling in those days. So a, a  
Speaker 2    00:32:50    Blood, I was in Kentucky and I got, 'cause nobody had cell phones and stuff.  
Speaker 1    00:32:56    No,  
Speaker 2    00:32:56    That's, and I got this telephone call and Joe said, I found it. I said, what do you mean you found it? I found the house. We want, I found the house we want, what shall I do? I said, go to the bank, draw out a check and put it down. And by the time I came back, she'd secured the <laugh>, the, what do you call it? The option or whatever  
Speaker 1    00:33:23    Contract.  
Speaker 2    00:33:24    I, I knew that her, that her taste was exactly my taste. So it wasn't hard to make a decision.  
Speaker 1    00:33:36    What was Rectortown like when you moved there?  
Speaker 2    00:33:40    Quiet.  
Speaker 1    00:33:41    Yes. It'd been a, the family was, was a brother and two sisters lived together. The Ashby's lived together in Rectortown. And um, he'd been minister, hadn't he, up at the Methodist Church? I think so. But anyway, they'd lived there quietly. And, and the house, basically the front of the house was a two room log cabin, which turned, turned into one big sitting room. We actually uncovered some of the log when we got there in the sitting room, but it was so primitive that we covered it up again. But we did dig out the old fireplace and, um, the front door went in up steps off the road, which of course was impossible as it is now, right. As it was then 30, 40 years ago. Um, so, um, uh, we, we took the front door out and moved that put, put the, the, the kind of the, uh, the porch.  
Speaker 1    00:34:40    Porch, yeah. On the front. It was, when we got there, it was what they called the sun gun. No, when it, when we took it down, there were no footings. I mean, it was just down on the ground. This, this sunroom they called it. But we put the porch and put the front door there. And where the bay window is, is where the front door was. But it was a, it is a lovely house and it was a lovely sitting room there. Very, um, I don't know. But then it got, so the traffic got so bad. It's much quieter here in Middleburg, Virginia. Honestly,  
Speaker 2    00:35:13    You'd be amazed how quiet this street is. I mean, the  
Speaker 1    00:35:17    North south roads get busy here, but the east, west roads, there's no traffic for just residents. And there's only two, three front doors on this road. Only two of them affect us, ours and theirs right across the street. And the rest is that field there. So it's so quiet. You, you cannot believe how much quieter it is than <inaudible>.  
Speaker 2    00:35:39    The, there's a sweet little girl who comes and I dunno, she visits her grandmother or whatever. No, she lives on the corner of Oh, what age group? She would be,  
Speaker 1    00:35:49    So she's at Bica High School,  
Speaker 2    00:35:51    So, but, um, oh, elementary.  
Speaker 1    00:35:53    She's at Banneker Elementary.  
Speaker 2    00:35:54    Oh, Ben. But, um, not long after we were here, after we arrived, I was going for a walk and here's this little kid all on her own in the middle of the crossroads. I mean, four roads. And she was building, sitting on the ground, building a little castle with twigs and leaves and this, that, and absolutely absorbed, I mean, no, no attention to anything. And not a car within sight, you know, just or anybody else. Or anybody else. And she is a sweet little thing. Do you know our daughter-in-law? Um,  
Speaker 1    00:36:40    Janie.  
Speaker 2    00:36:41    Janie, Janie Covington.  
Speaker 0    00:36:42    I do,  
Speaker 2    00:36:43    Yes. Yeah. Well, you, you, she's married to Andrew Right. Our second son. And, um, Janie has his house next door as a, as a rental property. And, uh, she'd come in there and be doing some gardening and stuff, and this little kid would wander over and settle along with Janie and chat and watch her gardening and so on, you know.  
Speaker 1    00:37:13    But what he's getting at is, there's so little traffic.  
Speaker 2    00:37:16    There's so little traffic.  
Speaker 1    00:37:17    It's perfectly safe for her. She's taken to bicycling now  
Speaker 2    00:37:22    On Oh yeah, she's big time now. She's got a little scooter and  
Speaker 1    00:37:26    It's, it's perfectly safe because nobody comes in here a great brush and chair anyway. Yeah.  
Speaker 0    00:37:32    We, we moved to Rectortown when my son was two, and so he has friends the same age on the road. We could never let them bike to each other's house or walk.  
Speaker 2    00:37:44    Yeah.  
Speaker 0    00:37:44    Or even walk.  
Speaker 1    00:37:45    They  
Speaker 2    00:37:46    Flies you right to time. Oh, God's a forbid. Walking. Do you remember used to, we  
Speaker 1    00:37:50    Had that sign, had that speed sign.  
Speaker 0    00:37:53    There's another one right now. Oh, is it? Someone's put it, someone's put up the blinking sign again. It's not the same one. It's, it's much neater. It has smaller, like just the one you put right on the speed, speed sign.  
Speaker 2    00:38:07    Yeah.  
Speaker 1    00:38:07    I don't think it makes much difference at all.  
Speaker 2    00:38:10    We found it made absolutely no difference,  
Speaker 1    00:38:12    Basically. Um, I mean, I think they'd slow down to think about it.  
Speaker 2    00:38:16    And they, and that sign actually belonged to the, um, uh, held a trumbo.  
Speaker 0    00:38:23    Yeah. It was in our barn for a while.  
Speaker 2    00:38:25    That's right. That's right. It was your barn. That's right. But we paid for the electricity and all that.  
Speaker 1    00:38:33    Well, we were happy to do that. But anyway.  
Speaker 0    00:38:37    Well, I think the, the fell across the street from you has taken up the torch on the, yeah, on the  
Speaker 1    00:38:43    Speeding in the house across from us. Cassie, what's name's house?  
Speaker 0    00:38:48    Uh, and the house on the corner. The George Washington house? Yes. Oh, down from us? No, no. Behind. Opposite. No, behind that. The one, the house with the pond. Right. Uh, Matt. Matt, somebody. That's it.  
Speaker 1    00:39:04    Oh, oh. In the, in the, um, the old, uh, waste and ordinary.  
Speaker 0    00:39:08    Yes, yes,  
Speaker 1    00:39:10    Yes. We were there when those kids were drowned in that pond. It was ridiculously really. Well, yes, but we didn't know it was going on. Actually. I wasn't actually there. I'd slipped into Marshall, but I'd seen them and I chatted with the fella for some reason around  
Speaker 0    00:39:26    What actually happened.  
Speaker 1    00:39:28    Well, I don't think they realized. I think it was a very hot day. And there were three kids with this babysitter fella. He was quite responsible. My god knows how you fell. Um, but I don't think they realized that there's no walking into the pond in back there. It drops straight down into that deep soft mud. So there's no footing. You know, it's all soft mud in those ponds. The pond in back of us, Molly Morgan and Lars, that was only a little bitty thing before Molly Morgan took up. The  
Speaker 1    00:40:03    Doing up those fields behind us, our think our house was the house for that area. And then Molly bought the, before we were there, the, the old school house. And she owned the land behind us, um, and has ever since tried to buy the piece of land for the, the, the old wood between which nobody can figure out who it belongs to. Huh. Um, so they haven't sold it fortunately, because I'm very much afraid. She tidy it up. And it's wonderful being left as it is. The bird life there is phenomenal. Mm-hmm <affirmative>. With the water and the, the old trees, you know, there's ated woodpecker in there to start with a pair of them. We used to see them quite often. But the, the birds in recti time are phenomenal. I have to say. Pete, moving into Middleburg, as I said earlier, the, the dawn chorus here in Middleburg wakes me up when we've got, when I've got the window open, which is often, it's absolutely astonishing. They sit in these trees here and sing away. You, you've never heard anything like it.  
Speaker 0    00:41:15    When, just to wrap up the story about the pond.  
Speaker 1    00:41:19    Oh, well, I think that they went to paddle and I think they all immediately got in trouble because they'd sort of think that they were walking off the edge and there was, there was no walking.  
Speaker 0    00:41:30    And they were small kids.  
Speaker 1    00:41:32    And they were, they were not old kids at all. They were in the,  
Speaker 2    00:41:35    Um, they weren't, they were pre-teens. They,  
Speaker 1    00:41:38    Oh, we pre-teens, yes. Probably, I don't know, eights, tens, I  
Speaker 2    00:41:43    Don't know. But the story that we got in the end from the Sheriff's department, I guess, or whatever, that this little group, I, four or five of them,  
Speaker 1    00:41:55    There were three or four, I think.  
